county_name,county_key,constituency_name,constituency_key,ward_name,ward_key,pot_school,cluster_key,village_name,village_code,treat,person_id,person_key,name,first_name,middle_name,last_name,nickname,hhh_name,two_digits,age,clan,hhh_phone,hhh_two_digits
Busia,101,Nambale,102,Bukhayo North/Waltsi,108,DULIENGE PRI,249,Nambere,120,2,First name Middle name Last Name / Nickname / Household Head name,19,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,19,18,Clan,,19
Busia,101,Nambale,102,Bukhayo North/Waltsi,108,KOKARE PRI SCH,186,Atoot,121,2,First name Middle name Last Name / Nickname / Household Head name,20,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,20,18,Clan,,20
Busia,101,Nambale,102,Bukhayo North/Waltsi,108,KOKARE PRI SCH,186,Mashambani,122,2,First name Middle name Last Name / Nickname / Household Head name,21,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,21,18,Clan,,21
Busia,101,Nambale,102,Bukhayo North/Waltsi,108,MUSOKOTO DEB PRI,234,Makutano,123,2,First name Middle name Last Name / Nickname / Household Head name,22,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,22,18,Clan,,22
Busia,101,Nambale,102,Bukhayo North/Waltsi,108,MUSOKOTO DEB PRI,234,Walatsi,124,2,First name Middle name Last Name / Nickname / Household Head name,23,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,23,18,Clan,,23
Busia,101,Nambale,102,Nambale Township,109,MATUNDA PAROCHIAL PRI SCH,459,Segero c,125,2,First name Middle name Last Name / Nickname / Household Head name,24,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,24,18,Clan,,24
Busia,101,Nambale,102,Nambale Township,109,ST MARY'S NAMBALE PRI,141,Centre C,126,2,First name Middle name Last Name / Nickname / Household Head name,25,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,25,18,Clan,,25
Busia,101,Teso North,103,Ang'Urai East,110,KAWALUN PRI SCH,293,Korisai,127,2,First name Middle name Last Name / Nickname / Household Head name,26,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,26,18,Clan,,26
Busia,101,Teso North,103,Ang'Urai East,110,MATUMBAI SA PRI SCH,392,Kopiya,128,2,First name Middle name Last Name / Nickname / Household Head name,27,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,27,18,Clan,,27
Busia,101,Teso North,103,Ang'Urai North,111,KAKURIKIT PRI SCH,17,Akiriamet,129,2,First name Middle name Last Name / Nickname / Household Head name,28,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,28,18,Clan,,28
Busia,101,Teso North,103,Ang'Urai South,112,ABOLOI PRI SCH,299,Gormait,130,2,First name Middle name Last Name / Nickname / Household Head name,29,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,29,18,Clan,,29
Busia,101,Teso North,103,Ang'Urai South,112,ABOLOI PRI SCH,299,Otubokin,131,2,First name Middle name Last Name / Nickname / Household Head name,30,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,30,18,Clan,,30
Busia,101,Teso North,103,Ang'Urai South,112,AKICHELESIT PRI SCH,147,Aburikode,132,2,First name Middle name Last Name / Nickname / Household Head name,31,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,31,18,Clan,,31
Busia,101,Teso North,103,Ang'Urai South,112,AKICHELESIT PRI SCH,147,Kilabruk,133,2,First name Middle name Last Name / Nickname / Household Head name,32,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,32,18,Clan,,32
Busia,101,Teso North,103,Ang'Urai South,112,RWATAMA PRI SCH,231,Atapara,134,2,First name Middle name Last Name / Nickname / Household Head name,33,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,33,18,Clan,,33
Busia,101,Teso North,103,Ang'Urai South,112,RWATAMA PRI SCH,231,Otekwa,135,2,First name Middle name Last Name / Nickname / Household Head name,34,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,34,18,Clan,,34
Busia,101,Teso North,103,Malaba Central,113,OKULEU PRI SCH,129,Agonget B,136,2,First name Middle name Last Name / Nickname / Household Head name,35,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,35,18,Clan,,35
Busia,101,Teso North,103,Malaba Central,113,WIMAR PRI SCH,492,Akadeteway A,137,2,First name Middle name Last Name / Nickname / Household Head name,36,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,36,18,Clan,,36
Busia,101,Teso North,103,Malaba South,114,ADURUKOIT PRI SCH,238,Koteko A,138,2,First name Middle name Last Name / Nickname / Household Head name,37,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,37,18,Clan,,37
Busia,101,Teso North,103,Malaba South,114,KATANYU PRI SCH,184,Aguru A,139,2,First name Middle name Last Name / Nickname / Household Head name,38,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,38,18,Clan,,38
Busia,101,Teso North,103,Malaba South,114,KATANYU PRI SCH,184,Aguru B,140,2,First name Middle name Last Name / Nickname / Household Head name,39,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,39,18,Clan,,39
Busia,101,Teso South,104,Amukura East,115,KAMUNOIT PRI SCH,43,Atutur,141,2,First name Middle name Last Name / Nickname / Household Head name,40,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,40,18,Clan,,40
Busia,101,Teso South,104,Amukura West,116,KAKIRIAMAS PRI SCH,502,Akiriamas,142,2,First name Middle name Last Name / Nickname / Household Head name,41,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,41,18,Clan,,41
Busia,101,Teso South,104,Ang'Orom,117,ST. BENADITTE OJAMII S.U,491,International b,143,2,First name Middle name Last Name / Nickname / Household Head name,42,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,42,18,Clan,,42
Busia,101,Teso South,104,Chakol North,118,ACIIT PRI SCH,172,Omuye,144,2,First name Middle name Last Name / Nickname / Household Head name,43,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,43,18,Clan,,43
Busia,101,Teso South,104,Chakol North,118,AKITES PRI SCH,33,Okwata,145,2,First name Middle name Last Name / Nickname / Household Head name,44,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,44,18,Clan,,44
Busia,101,Teso South,104,Chakol North,118,AKITES PRI SCH,33,Pareter,146,2,First name Middle name Last Name / Nickname / Household Head name,45,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,45,18,Clan,,45
Busia,101,Teso South,104,Chakol North,118,MORUKAMOSING PRI SCH,197,Akites,147,2,First name Middle name Last Name / Nickname / Household Head name,46,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,46,18,Clan,,46
Busia,101,Teso South,104,Chakol North,118,MORUKAMOSING PRI SCH,197,Kamosing,148,2,First name Middle name Last Name / Nickname / Household Head name,47,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,47,18,Clan,,47
Busia,101,Teso South,104,Chakol South,119,KEMODO PRI SCH,476,Otimong,149,2,First name Middle name Last Name / Nickname / Household Head name,48,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,48,18,Clan,,48
Busia,101,Teso South,104,Chakol South,119,OBUCUUN PRI SCH,213,Asiipet,150,2,First name Middle name Last Name / Nickname / Household Head name,49,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,49,18,Clan,,49
Kakamega,102,Butere,105,Marama Central,120,Ebuyoka Academy,570,Ebuambi,151,3,First name Middle name Last Name / Nickname / Household Head name,50,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,50,18,Clan,,50
Kakamega,102,Butere,105,Marama Central,120,Ebuyoka Academy,570,Emakongolo,152,3,First name Middle name Last Name / Nickname / Household Head name,51,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,51,18,Clan,,51
Kakamega,102,Butere,105,Marama North,121,Mwilala Primary,551,Ebusitso,153,3,First name Middle name Last Name / Nickname / Household Head name,52,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,52,18,Clan,,52
Kakamega,102,Butere,105,Marama North,121,Mwilala Primary,551,Eshishebu,154,3,First name Middle name Last Name / Nickname / Household Head name,53,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,53,18,Clan,,53
Kakamega,102,Butere,105,Marama South,122,Ebukuti,605,Munanga,155,3,First name Middle name Last Name / Nickname / Household Head name,54,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,54,18,Clan,,54
Kakamega,102,Butere,105,Marama South,122,Ebukuti,605,Shikhonga,156,3,First name Middle name Last Name / Nickname / Household Head name,55,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,55,18,Clan,,55
Kakamega,102,Butere,105,Marama South,122,Eshishebu Primary,589,Emaiga,157,3,First name Middle name Last Name / Nickname / Household Head name,56,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,56,18,Clan,,56
Kakamega,102,Butere,105,Marama South,122,Eshishebu Primary,589,Eshitsakha,158,3,First name Middle name Last Name / Nickname / Household Head name,57,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,57,18,Clan,,57
Kakamega,102,Butere,105,Marama West,123,Lunza Primary,587,Emulore,159,3,First name Middle name Last Name / Nickname / Household Head name,58,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,58,18,Clan,,58
Kakamega,102,Butere,105,Marama West,123,Lunza Primary,587,Shitoyi,160,3,First name Middle name Last Name / Nickname / Household Head name,59,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,59,18,Clan,,59
Kakamega,102,Butere,105,Marama West,123,Manyika Primary,517,Mukhura,161,3,First name Middle name Last Name / Nickname / Household Head name,60,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,60,18,Clan,,60
Kakamega,102,Butere,105,Marenyo - Shianda,124,Eshisisia P School,555,Eshikwata,162,3,First name Middle name Last Name / Nickname / Household Head name,61,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,61,18,Clan,,61
Kakamega,102,Butere,105,Marenyo - Shianda,124,Eshisisia P School,555,Maring'a,163,3,First name Middle name Last Name / Nickname / Household Head name,62,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,62,18,Clan,,62
Kakamega,102,Ikolomani,106,Idakho Central,125,Shirumba Primary,1008,Ikhooli,164,3,First name Middle name Last Name / Nickname / Household Head name,63,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,63,18,Clan,,63
Kakamega,102,Ikolomani,106,Idakho Central,125,The Imani Springs,1026,Burendwa village,165,3,First name Middle name Last Name / Nickname / Household Head name,64,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,64,18,Clan,,64
Kakamega,102,Ikolomani,106,Idakho Central,125,The Imani Springs,1026,Ibutura village,166,3,First name Middle name Last Name / Nickname / Household Head name,65,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,65,18,Clan,,65
Kakamega,102,Ikolomani,106,Idakho North,126,Mukangu Primary,1014,Masitsi village,167,3,First name Middle name Last Name / Nickname / Household Head name,66,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,66,18,Clan,,66
Kakamega,102,Ikolomani,106,Idakho South,127,Shanjetso Primary,1055,Kasavai,168,3,First name Middle name Last Name / Nickname / Household Head name,67,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,67,18,Clan,,67
Kakamega,102,Khwisero,107,Kisa Central,128,Mushiangubu,1101,Eshiatieta,169,3,First name Middle name Last Name / Nickname / Household Head name,68,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,68,18,Clan,,68
Kakamega,102,Khwisero,107,Kisa Central,128,Mushiangubu,1101,Mushikulu,170,3,First name Middle name Last Name / Nickname / Household Head name,69,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,69,18,Clan,,69
Kakamega,102,Khwisero,107,Kisa Central,128,Shiongo Primary,1120,Ebukwala,171,3,First name Middle name Last Name / Nickname / Household Head name,70,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,70,18,Clan,,70
Kakamega,102,Khwisero,107,Kisa East,129,Misango View Preparatory,1059,Shikwata,172,3,First name Middle name Last Name / Nickname / Household Head name,71,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,71,18,Clan,,71
Kakamega,102,Khwisero,107,Kisa East,129,St Paul 'S Buhili,1072,Evuantha,173,3,First name Middle name Last Name / Nickname / Household Head name,72,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,72,18,Clan,,72
Kakamega,102,Khwisero,107,Kisa North,130,Eshilibo Primary,648,Emulole mwiluechina,174,3,First name Middle name Last Name / Nickname / Household Head name,73,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,73,18,Clan,,73
Kakamega,102,Khwisero,107,Kisa West,131,Ikomero Primary,1093,Manyulia,175,3,First name Middle name Last Name / Nickname / Household Head name,74,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,74,18,Clan,,74
Kakamega,102,Lugari,108,Chevaywa,132,Chepusai Primary,1147,Mukhuyu,176,3,First name Middle name Last Name / Nickname / Household Head name,75,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,75,18,Clan,,75
Kakamega,102,Lugari,108,Lwandeti,133,Makina Primary,1167,Shiandiche A,177,3,First name Middle name Last Name / Nickname / Household Head name,76,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,76,18,Clan,,76
Kakamega,102,Lurambi,109,Butsotso Central,134,Cornerstone Academy,630,Emulele,178,3,First name Middle name Last Name / Nickname / Household Head name,77,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,77,18,Clan,,77
Kakamega,102,Lurambi,109,Butsotso Central,134,Ematetie Primary,657,Emahungu,179,3,First name Middle name Last Name / Nickname / Household Head name,78,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,78,18,Clan,,78
Kakamega,102,Lurambi,109,Butsotso South,135,Emulundu,624,Emuhurwi,180,3,First name Middle name Last Name / Nickname / Household Head name,79,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,79,18,Clan,,79
Kakamega,102,Lurambi,109,Butsotso South,135,Emulundu,624,Eshitari,181,3,First name Middle name Last Name / Nickname / Household Head name,80,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,80,18,Clan,,80
Kakamega,102,Lurambi,109,Sheywe,136,Emusala Special Unit.,631,Sakali,182,3,First name Middle name Last Name / Nickname / Household Head name,81,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,81,18,Clan,,81
Kakamega,102,Lurambi,109,Sheywe,136,Shamtas J Academy,678,Jua Kali township,183,3,First name Middle name Last Name / Nickname / Household Head name,82,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,82,18,Clan,,82
Kakamega,102,Malava,110,Butali/Chegulo,137,Joyspring Academy Matsakha,830,Matsakha B,184,3,First name Middle name Last Name / Nickname / Household Head name,83,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,83,18,Clan,,83
Kakamega,102,Malava,110,Butali/Chegulo,137,Mahusi Primary,834,Luyeshe,185,3,First name Middle name Last Name / Nickname / Household Head name,84,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,84,18,Clan,,84
Kakamega,102,Malava,110,Butali/Chegulo,137,Philip Academy Nambilima,1152,Makuche,186,3,First name Middle name Last Name / Nickname / Household Head name,85,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,85,18,Clan,,85
Kakamega,102,Malava,110,Butali/Chegulo,137,Star Academy Kabras Central,835,Tande,187,3,First name Middle name Last Name / Nickname / Household Head name,86,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,86,18,Clan,,86
Kakamega,102,Malava,110,Chemuche,138,Munyanya,882,Lugusi B,188,3,First name Middle name Last Name / Nickname / Household Head name,87,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,87,18,Clan,,87
Kakamega,102,Malava,110,Chemuche,138,Notredem,868,Samululi,189,3,First name Middle name Last Name / Nickname / Household Head name,88,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,88,18,Clan,,88
Kakamega,102,Malava,110,East Kabras,139,Kuvasali,844,Mache B,190,3,First name Middle name Last Name / Nickname / Household Head name,89,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,89,18,Clan,,89
Kakamega,102,Malava,110,East Kabras,139,Kuvasali,844,Shikulu,191,3,First name Middle name Last Name / Nickname / Household Head name,90,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,90,18,Clan,,90
Kakamega,102,Malava,110,East Kabras,139,Soi Academy,870,Mukhuyu,176,3,First name Middle name Last Name / Nickname / Household Head name,91,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,91,18,Clan,,91
Kakamega,102,Malava,110,Manda-Shivanga,140,Center Academy,910,Bondeni,192,3,First name Middle name Last Name / Nickname / Household Head name,92,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,92,18,Clan,,92
Kakamega,102,Malava,110,Manda-Shivanga,140,Chimoi Mhm Primary,1163,Mulimani A,193,3,First name Middle name Last Name / Nickname / Household Head name,93,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,93,18,Clan,,93
Kakamega,102,Malava,110,Shirugu-Mugai,141,Chombeli Ecd,979,Chombeli South,194,3,First name Middle name Last Name / Nickname / Household Head name,94,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,94,18,Clan,,94
Kakamega,102,Malava,110,South Kabras,142,Ingavira Primary,954,Shamoni A,195,3,First name Middle name Last Name / Nickname / Household Head name,95,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,95,18,Clan,,95
Kakamega,102,Malava,110,South Kabras,142,Ingwe Primary,921,Lukala C,196,3,First name Middle name Last Name / Nickname / Household Head name,96,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,96,18,Clan,,96
Kakamega,102,Malava,110,South Kabras,142,Lusumu K Primary,929,Lusumu,197,3,First name Middle name Last Name / Nickname / Household Head name,97,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,97,18,Clan,,97
Kakamega,102,Malava,110,South Kabras,142,St Gerald,951,shanda A,198,3,First name Middle name Last Name / Nickname / Household Head name,98,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,98,18,Clan,,98
Kakamega,102,Matungu,111,Khalaba,143,Mentor Brainer,1254,Busombi,199,3,First name Middle name Last Name / Nickname / Household Head name,99,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,99,18,Clan,,99
Kakamega,102,Matungu,111,Khalaba,143,Mentor Brainer,1254,Khirale,200,3,First name Middle name Last Name / Nickname / Household Head name,100,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,100,18,Clan,,100
Kakamega,102,Matungu,111,Khalaba,143,St Emmanuel Lutasio,1261,Namungu,201,3,First name Middle name Last Name / Nickname / Household Head name,101,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,101,18,Clan,,101
Kakamega,102,Matungu,111,Khalaba,143,St Emmanuel Lutasio,1261,Wefwira,202,3,First name Middle name Last Name / Nickname / Household Head name,102,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,102,18,Clan,,102
Kakamega,102,Matungu,111,Kholera,144,Mukhweya,1219,Mukhweya B,203,3,First name Middle name Last Name / Nickname / Household Head name,103,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,103,18,Clan,,103
Kakamega,102,Matungu,111,Kholera,144,St Magdalene Academy,1244,Khabukoshia A,204,3,First name Middle name Last Name / Nickname / Household Head name,104,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,104,18,Clan,,104
Kakamega,102,Matungu,111,Koyonzo,145,Eshikhondi,1247,Ngairwe A,205,3,First name Middle name Last Name / Nickname / Household Head name,105,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,105,18,Clan,,105
Kakamega,102,Matungu,111,Koyonzo,145,Eshikhondi,1247,Ngairwe B,206,3,First name Middle name Last Name / Nickname / Household Head name,106,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,106,18,Clan,,106
Kakamega,102,Matungu,111,Koyonzo,145,Ikulumwoyo Primary,1236,Bukhutu A,207,3,First name Middle name Last Name / Nickname / Household Head name,107,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,107,18,Clan,,107
Kakamega,102,Matungu,111,Koyonzo,145,St Margarets Memorial,1245,Eshirumbwe A,208,3,First name Middle name Last Name / Nickname / Household Head name,108,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,108,18,Clan,,108
Kakamega,102,Matungu,111,Mayoni,146,Munanga,1201,Emulole,209,3,First name Middle name Last Name / Nickname / Household Head name,109,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,109,18,Clan,,109
Kakamega,102,Matungu,111,Mayoni,146,St Mathias Kholera Primary,1242,Kholera,210,3,First name Middle name Last Name / Nickname / Household Head name,110,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,110,18,Clan,,110
Kakamega,102,Matungu,111,Namamali,147,Namamali Muslim Primary,1216,Lukala,211,3,First name Middle name Last Name / Nickname / Household Head name,111,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,111,18,Clan,,111
Kakamega,102,Matungu,111,Namamali,147,Namamali Muslim Primary,1216,Namaviakala,212,3,First name Middle name Last Name / Nickname / Household Head name,112,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,112,18,Clan,,112
Kakamega,102,Matungu,111,Namamali,147,Suwo Primary,1234,Namberekeya,213,3,First name Middle name Last Name / Nickname / Household Head name,113,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,113,18,Clan,,113
Kakamega,102,Mumias East,112,East Wanga,148,Ebungale Primary,1289,Buloma c,214,3,First name Middle name Last Name / Nickname / Household Head name,114,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,114,18,Clan,,114
Kakamega,102,Mumias East,112,East Wanga,148,Namundera,1393,Sikata Village,215,3,First name Middle name Last Name / Nickname / Household Head name,115,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,115,18,Clan,,115
Kakamega,102,Mumias East,112,East Wanga,148,Namundera,1393,Sipanga,216,3,First name Middle name Last Name / Nickname / Household Head name,116,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,116,18,Clan,,116
Kakamega,102,Mumias East,112,Lusheya/Lubinu,149,Clever Bee Academy,1304,Musoma,217,3,First name Middle name Last Name / Nickname / Household Head name,117,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,117,18,Clan,,117
Kakamega,102,Mumias East,112,Malaha/Isongo/Makunga,150,Muroni,1272,Nanyundo,218,3,First name Middle name Last Name / Nickname / Household Head name,118,First name Middle name Last Name,First name,Middle name,Last Name,Nickname,Household Head name,118,18,Clan,,118
